28.878,516.78,420.36
49.335,513.36,456.08
27.589,518.41,401.88
-8.1695,518.7,404.39
47.019,535.21,420.73
29.14,535.35,421.99
45.73,536.84,402.24
27.851,536.98,403.5
27.851,536.98,403.5
-8.1695,518.7,404.39
12.288,515.28,440.11
30.167,515.14,438.85
30.167,515.14,438.85
30.167,515.14,438.85
31.456,513.51,457.34
12.288,515.28,440.11
12.288,515.28,440.11
12.288,515.28,440.11
13.315,495.07,456.97
12.288,515.28,440.11
31.456,513.51,457.34
-4.5645,495.22,458.23
13.315,495.07,456.97
13.315,495.07,456.97
13.577,513.65,458.6
13.577,513.65,458.6
13.577,513.65,458.6
13.577,513.65,458.6
13.577,513.65,458.6
13.577,513.65,458.6
12.288,515.28,440.11
12.288,515.28,440.11
12.288,515.28,440.11
-5.5913,515.43,441.37
-5.5913,515.43,441.37
-5.5913,515.43,441.37
-5.5913,515.43,441.37
-5.5913,515.43,441.37
-5.8536,496.85,439.74
-4.5645,495.22,458.23
-4.5645,495.22,458.23
-4.5645,495.22,458.23
-4.5645,495.22,458.23
-4.5645,495.22,458.23
-5.8536,496.85,439.74
-5.8536,496.85,439.74
-5.5913,515.43,441.37
-5.5913,515.43,441.37
13.577,513.65,458.6
12.288,515.28,440.11
12.288,515.28,440.11
12.288,515.28,440.11
-5.5913,515.43,441.37
-5.5913,515.43,441.37
-5.5913,515.43,441.37
-6.8804,517.06,422.88
-6.8804,517.06,422.88
-6.8804,517.06,422.88
413.43,449.17,275.24
397.11,466.25,296.61
395.55,449.31,276.5
392.98,452.58,239.52
395.55,449.31,276.5
410.59,433.86,236.64
409.04,416.93,216.53
409.04,416.93,216.53
410.33,415.29,235.01
410.33,415.29,235.01
410.33,415.29,235.01
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
408.78,398.35,214.9
408.78,398.35,214.9
410.33,415.29,235.01
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.3,435.5,218.15
409.04,416.93,216.53
410.33,415.29,235.01
410.33,415.29,235.01
410.33,415.29,235.01
410.33,415.29,235.01
410.33,415.29,235.01
410.33,415.29,235.01
410.33,415.29,235.01
410.33,415.29,235.01
410.33,415.29,235.01
410.33,415.29,235.01
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
410.33,415.29,235.01
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
409.04,416.93,216.53
408.78,398.35,214.9
409.83,472.65,221.4
409.83,472.65,221.4
409.83,472.65,221.4
409.83,472.65,221.4
409.83,472.65,221.4
409.83,472.65,221.4
409.83,472.65,221.4
-4.8267,476.64,456.61
-4.8267,476.64,456.61
-4.8267,476.64,456.61
-4.8267,476.64,456.61
-4.8267,476.64,456.61
-6.1158,478.28,438.12
-5.8536,496.85,439.74
-6.1158,478.28,438.12
