1;Wed Aug 21 08:42:08 COT 2013;Thu Jan 08 17:16:22 COT 1970;0.657873809337616;13.544.961.214.065.500;-0.9746411442756653;-0.2874751389026642;0.18718236684799194;-0.2704191207885742;0.8995522856712341;Thu Jan 08 17:16:22 COT 1970;0.7365259528160095;14.748.879.671.096.800;-0.974456787109375;-0.20557770133018494;-0.7543246150016785;0.6136826276779175;0.11011721193790436
2;Wed Aug 21 08:42:18 COT 2013;Thu Jan 08 17:16:32 COT 1970;0.6556835770606995;13.543.931.245.803.800;-0.9696885943412781;-0.28564223647117615;0.1904873549938202;-0.2631608843803406;0.9015926718711853;Thu Jan 08 17:16:32 COT 1970;0.6717262268066406;1.224.666.953.086.850;-11.528.220.176.696.700;0.16423171758651733;0.5911755561828613;-0.6321918964385986;0.47315195202827454
3;Wed Aug 21 08:42:28 COT 2013;Thu Jan 08 17:16:42 COT 1970;0.6588612794876099;13.551.398.515.701.200;-0.9731546640396118;-0.2846457362174988;0.18730783462524414;-0.27019646763801575;0.9004923105239868;Thu Jan 08 17:16:42 COT 1970;0.6090595722198486;12.793.529.033.660.800;-0.766097903251648;0.2600511908531189;0.9417133331298828;0.21286259591579437;0.015455532819032669
4;Wed Aug 21 08:42:38 COT 2013;Thu Jan 08 17:16:52 COT 1970;0.6581447720527649;13.553.798.198.699.900;-0.9700217843055725;-0.28287968039512634;0.18970419466495514;-0.26909857988357544;0.9008758664131165;Thu Jan 08 17:16:52 COT 1970;0.5216798186302185;12.390.892.505.645.700;-0.9619877934455872;-0.17559246718883514;0.8172715306282043;-0.521032989025116;0.17250823974609375
0;Wed Aug 21 08:43:18 COT 2013;Thu Jan 08 17:17:32 COT 1970;0.686392605304718;1.364.670.753.479.000;-0.9352654218673706;-0.23622867465019226;0.23448026180267334;-0.2882605195045471;0.897842288017273;Thu Jan 08 17:17:32 COT 1970;0.877593457698822;1.415.915.846.824.640;-0.8413808941841125;0.03428957238793373;0.8691949248313904;0.2296724021434784;0.43654894828796387
0;Wed Aug 21 08:43:23 COT 2013;Thu Jan 08 17:17:37 COT 1970;0.6861488223075867;1.363.411.545.753.470;-0.9513546824455261;-0.24011307954788208;0.21301059424877167;-0.2997243404388428;0.8984083533287048;Thu Jan 08 17:17:37 COT 1970;0.8956031799316406;14.170.057.773.590.000;-0.8630320429801941;0.05279891565442085;0.8899092078208923;0.19156867265701294;0.41057926416397095
0;Wed Aug 21 08:43:27 COT 2013;Thu Jan 08 17:17:42 COT 1970;0.6972706317901611;13.668.928.146.362.300;-0.9489073157310486;-0.2350698560476303;0.22289547324180603;-0.3158077597618103;0.8918100595474243;Thu Jan 08 17:17:42 COT 1970;0.8834317326545715;14.143.887.758.255.000;-0.8534401655197144;0.0414198637008667;0.8619922399520874;0.19646060466766357;0.4654642641544342
0;Wed Aug 21 08:43:32 COT 2013;Thu Jan 08 17:17:47 COT 1970;0.7183534502983093;13.611.741.065.979.000;-10.064.828.395.843.500;-0.2861308455467224;0.17961837351322174;-0.3584645092487335;0.870269775390625;Thu Jan 08 17:17:47 COT 1970;0.8945729732513428;14.129.022.359.848.000;-0.89114910364151;0.024974338710308075;0.8386476635932922;0.18145395815372467;0.5129530429840088
0;Wed Aug 21 08:43:38 COT 2013;Thu Jan 08 17:17:52 COT 1970;0.7050511837005615;13.644.458.055.496.200;-0.9814013838768005;-0.267679899930954;0.20608863234519958;-0.3407871127128601;0.8773477077484131;Thu Jan 08 17:17:52 COT 1970;0.9029882550239563;14.143.046.140.670.700;-0.8915767669677734;0.046298328787088394;0.889046311378479;0.16380345821380615;0.4249958395957947
0;Wed Aug 21 08:43:43 COT 2013;Thu Jan 08 17:17:57 COT 1970;0.6990046501159668;13.624.191.284.179.600;-0.9816322326660156;-0.2707957625389099;0.20310433208942413;-0.3362220525741577;0.8788476586341858;Thu Jan 08 17:17:57 COT 1970;0.8957074284553528;14.146.991.968.154.900;-0.8878520131111145;0.03823104873299599;0.877011775970459;0.16974911093711853;0.4478549659252167
0;Wed Aug 21 08:43:48 COT 2013;Thu Jan 08 17:18:02 COT 1970;0.69497150182724;13.651.105.165.481.500;-0.9626873135566711;-0.25330567359924316;0.22237266600131989;-0.3234751224517822;0.8841665387153625;Thu Jan 08 17:18:02 COT 1970;0.8833419680595398;14.174.920.320.510.800;-0.8774595856666565;0.03131530433893204;0.8813186883926392;0.18643245100975037;0.433058500289917
0;Wed Aug 21 08:43:53 COT 2013;Thu Jan 08 17:18:07 COT 1970;0.7083544731140137;13.623.942.136.764.500;-0.9940208196640015;-0.2768409252166748;0.20110011100769043;-0.347488135099411;0.8730233907699585;Thu Jan 08 17:18:07 COT 1970;0.8904639482498169;14.171.416.759.490.900;-0.9034462571144104;0.01544614601880312;0.8817066550254822;0.17040647566318512;0.4396776854991913
0;Wed Aug 21 08:43:58 COT 2013;Thu Jan 08 17:18:12 COT 1970;0.72162926197052;13.651.760.816.574.000;-0.9994927644729614;-0.27373430132865906;0.20929069817066193;-0.3640289306640625;0.8653033375740051;Thu Jan 08 17:18:12 COT 1970;0.9046826362609863;14.107.590.913.772.500;-0.9019713997840881;0.031773608177900314;0.8756168484687805;0.1677066683769226;0.45184072852134705
