0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.86 , 1.41 , -0.83,0.43 , 0.05 , 0.86 , 0.25
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.41 , -0.84,0.39 , 0.07 , 0.89 , 0.22
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.85 , 1.41 , -0.83,0.44 , 0.04 , 0.86 , 0.24
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.85 , 1.41 , -0.81,0.46 , 0.05 , 0.84 , 0.29
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.86 , 1.42 , -0.84,0.39 , 0.05 , 0.89 , 0.25
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.86 , 1.42 , -0.83,0.41 , 0.05 , 0.87 , 0.25
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.85 , 1.42 , -0.84,0.41 , 0.03 , 0.88 , 0.25
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.85 , 1.42 , -0.83,0.40 , 0.02 , 0.87 , 0.27
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.85 , 1.42 , -0.83,0.41 , 0.02 , 0.87 , 0.27
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.85 , 1.41 , -0.81,0.45 , 0.05 , 0.83 , 0.31
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.82,0.42 , 0.07 , 0.86 , 0.28
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.83,0.43 , 0.07 , 0.86 , 0.27
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.83,0.43 , 0.07 , 0.86 , 0.27
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.83,0.44 , 0.08 , 0.86 , 0.22
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.41 , -0.83,0.45 , 0.08 , 0.86 , 0.23
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.82,0.45 , 0.07 , 0.86 , 0.24
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.82,0.45 , 0.07 , 0.86 , 0.24
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.82,0.45 , 0.08 , 0.85 , 0.25
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.40 , -0.82,0.47 , 0.09 , 0.84 , 0.25
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.82,0.48 , 0.07 , 0.84 , 0.24
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.41 , -0.83,0.44 , 0.07 , 0.87 , 0.23
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.40 , -0.81,0.47 , 0.09 , 0.83 , 0.27
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.40 , -0.82,0.46 , 0.08 , 0.85 , 0.26
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.40 , -0.82,0.45 , 0.08 , 0.85 , 0.25
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.41 , -0.82,0.45 , 0.08 , 0.85 , 0.26
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.41 , -0.82,0.45 , 0.08 , 0.85 , 0.26
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.41 , -0.82,0.45 , 0.08 , 0.85 , 0.26
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.41 , -0.82,0.45 , 0.08 , 0.85 , 0.26
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.41 , -0.82,0.45 , 0.09 , 0.85 , 0.26
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.41 , -0.82,0.45 , 0.08 , 0.84 , 0.28
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.82,0.44 , 0.08 , 0.85 , 0.28
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.82,0.45 , 0.07 , 0.84 , 0.30
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.82,0.45 , 0.07 , 0.84 , 0.30
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.81,0.45 , 0.07 , 0.84 , 0.30
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.81,0.45 , 0.07 , 0.83 , 0.31
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.81,0.46 , 0.06 , 0.83 , 0.31
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.81,0.46 , 0.06 , 0.83 , 0.31
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.81,0.46 , 0.06 , 0.83 , 0.32
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.40 , -0.81,0.50 , 0.09 , 0.81 , 0.30
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.40 , -0.81,0.46 , 0.09 , 0.84 , 0.28
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.40 , -0.81,0.47 , 0.09 , 0.83 , 0.28
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.40 , -0.81,0.47 , 0.09 , 0.83 , 0.29
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.40 , -0.81,0.47 , 0.08 , 0.83 , 0.29
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.40 , -0.81,0.47 , 0.09 , 0.83 , 0.29
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.40 , -0.81,0.47 , 0.08 , 0.83 , 0.29
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.40 , -0.81,0.47 , 0.08 , 0.83 , 0.29
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.81,0.47 , 0.08 , 0.83 , 0.29
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.81,0.47 , 0.08 , 0.83 , 0.29
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.88 , 1.41 , -0.82,0.46 , 0.08 , 0.84 , 0.26
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.82,0.46 , 0.07 , 0.84 , 0.27
0,0.66 , 1.37 , -0.92,0.90 , -0.21 , 0.25 , -0.28,0.87 , 1.41 , -0.82,0.47 , 0.06 , 0.84 , 0.28
